search URL:,https://patents.google.com/?assignee=AUSPEX+PHARMACEUTICALS+INC
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2008167312-A1,Preparation and utility of substituted allylamines ,"Auspex Pharmaceuticals, Inc.","Thomas G. Gant, Sepehr Sarshar",2006-12-08,2007-12-10,2008-07-10,,https://patents.google.com/patent/US20080167312A1/en,
US-2010125085-A1,Pyridoindole modulators of nmda receptor and acetylcholinesterase ,"Auspex Pharmaceuticals, Inc.","Thomas G. Gant, Manouchehr M. Shahbaz",2008-11-17,2009-11-16,2010-05-20,,https://patents.google.com/patent/US20100125085A1/en,
US-2010266711-A1,"Thienobenzodiazepine modulators of d1 receptor, d2 receptor, and/or 5-ht2 receptor ","Auspex Pharmaceuticals, Inc.","Thomas G. Gant, Sepehr Sarshar",2008-09-29,2009-09-24,2010-10-21,,https://patents.google.com/patent/US20100266711A1/en,
US-2010111901-A1,Triazole inhibitors of aromatase ,"Auspex Pharmaceuticals, Inc.","Thomas G. Gant, Sepehr Sarshar, Manouchehr M. Shahbaz",2008-11-03,2009-11-03,2010-05-06,,https://patents.google.com/patent/US20100111901A1/en,
US-2011082151-A1,Sulfonylurea modulators of endothelin receptor ,"Auspex Pharmaceuticals, Inc.","Tadimeti Rao, Chengzhi Zhang",2009-06-12,2010-06-08,2011-04-07,,https://patents.google.com/patent/US20110082151A1/en,
US-2008262086-A1,Substituted anthranilic acids ,"Auspex Pharmaceuticals, Inc.","Thomas G. Gant, Sepehr Sarshar",2007-04-18,2008-04-18,2008-10-23,,https://patents.google.com/patent/US20080262086A1/en,
CA-2936823-A1,Benzoquinoline inhibitors of vesicular monoamine transporter 2 ,"Auspex Pharmaceuticals, Inc., David STAMLER",David STAMLER,2014-01-27,2015-01-22,2015-07-30,,https://patents.google.com/patent/CA2936823A1/en,
US-2010120733-A1,Steroid modulators of glucocorticoid receptor ,"Auspex Pharmaceuticals, Inc.","Thomas G. Gant, Manouchehr M. Shahbaz",2008-11-07,2009-11-06,2010-05-13,,https://patents.google.com/patent/US20100120733A1/en,
US-2010143505-A1,Indanone inhibitors of acetylcholinesterase ,"Auspex Pharmaceuticals, Inc.","Thomas G. Gant, Sepehr Sarshar, Manouchehr M. Shahbaz",2008-12-09,2009-12-09,2010-06-10,,https://patents.google.com/patent/US20100143505A1/en,
US-2010076074-A1,Carbamate reducers of skeletal muscle tension ,"Auspex Pharmaceuticals, Inc.","Thomas G. Gant, Manouchehr M. Shahbaz",2008-08-26,2009-08-20,2010-03-25,,https://patents.google.com/patent/US20100076074A1/en,
US-2011117214-A1,Cyclohexyl urea modulators of d2 receptors and/or d3 receptors ,"Auspex Pharmaceuticals, Inc.","Ronald C. Newbold, Chengzhi Zhang",2009-11-16,2010-11-15,2011-05-19,,https://patents.google.com/patent/US20110117214A1/en,
US-2010159033-A1,"Benzisoxazole modulators of d2 receptor, and/or 5-ht2a receptor ","Auspex Pharmaceuticals, Inc.","Thomas G. Gant, Manoucherhr M. Shahbaz",2008-09-29,2009-09-25,2010-06-24,,https://patents.google.com/patent/US20100159033A1/en,
US-2011136914-A1,Substituted aryloxypropylamines with serotoninergic and/or norepinephrinergic activity ,"Auspex Pharmaceuticals, Inc.","Thomas G. Gant, Sepehr Sarshar",2005-11-23,2010-09-30,2011-06-09,,https://patents.google.com/patent/US20110136914A1/en,
US-2009202540-A1,Substituted oxazaphosphorines ,"Auspex Pharmaceuticals, Inc.",Thomas G. Gant,2008-02-11,2009-02-10,2009-08-13,,https://patents.google.com/patent/US20090202540A1/en,
CA-2930744-A1,Methods of manufacturing benzoquinoline compounds ,"Auspex Pharmaceuticals, Inc., Chengzhi Zhang",Chengzhi Zhang,2013-12-03,2014-11-24,2015-06-11,,https://patents.google.com/patent/CA2930744A1/en,
US-2007287734-A1,Preparation and utility of substituted pyrazole compounds with cannabinoid receptor activity ,"Auspex Pharmaceuticals, Inc.","Thomas Gant, Sepehr Sarshar",2006-06-09,2007-06-11,2007-12-13,,https://patents.google.com/patent/US20070287734A1/en,
EP-2951178-A1,Benzoquinolone inhibitors of vmat2 ,"Auspex Pharmaceuticals, Inc.","Andreas Sommer, Chengzhi Zhang",2013-01-31,2014-01-28,2015-12-09,,https://patents.google.com/patent/EP2951178A1/en,
US-2010166887-A1,"DIBENZO[b,e][1,4]DIAZEPINE MODULATORS OF DOPAMINE RECEPTORS, SEROTONIN RECEPTORS, ADRENERGIC RECEPTORS, ACETYLCHOLINE RECEPTORS, AND/OR HISTAMINE RECEPTORS ","Auspex Pharmaceuticals, Inc.","Thomas G. Gant, Sepehr Sarshar",2008-10-22,2009-10-21,2010-07-01,,https://patents.google.com/patent/US20100166887A1/en,
US-2010125094-A1,Pyrrolidinyl modulators of nicotinic acetylcholine receptors ,"Auspex Pharmaceuticals, Inc.","Thomas G. Gant, Manouchehr M. Shahbaz, Craig Hodulik",2008-11-17,2009-11-16,2010-05-20,,https://patents.google.com/patent/US20100125094A1/en,
